\begin_header
ac9 file used to describe the arbitrary chosen medium 
Column headers (depth in m; and and c in 1/m): 
depth 412a	440a	488a	510a	532a	555a	650a	676a	715 412	c440	c488	c510	c532	c555	c650	c676	c715 
The first data record gives the number of wavelengths and the wavelengths.
\end_header
9	412.0	440.0	488.0	510.0	532.0	555.0	650.0	676.0	715.0
0.00e+00	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02
1.00e-02	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02
2.00e-02	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02
3.00e-02	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02
4.00e-02	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02
5.00e-02	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02
6.00e-02	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02
7.00e-02	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02
8.00e-02	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02
9.00e-02	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02	2.50e+02
1.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02
1.10e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02
1.20e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02
1.30e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02
1.40e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02
1.50e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02
1.60e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02
1.70e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02
1.80e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	4.00e-01	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02	2.00e+02
